person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio,income_to_loan_ratio,annual_interest_burden,interest_burden_ratio,credit_age_ratio,emp_to_age_ratio,high_risk_flag,loan_status
22,25000,RENT,2.0,EDUCATION,A,8400,6.62,0.34,N,2,0.336,2.9761904761904763,556.0799999999999,0.022243199999999998,0.09090909090909091,0.09090909090909091,0,1
25,43738,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0.1,N,3,0.10288536284237962,9.719555555555555,269.55,0.00616283323425854,0.12,0.0,0,0
24,35640,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,13.49,0.28,Y,3,0.28058361391694725,3.564,1349.0,0.03785072951739618,0.125,0.041666666666666664,0,0
26,63000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.23,0.1,N,2,0.09523809523809523,10.5,793.8,0.0126,0.07692307692307693,0.11538461538461539,0,0
27,112548,MORTGAGE,11.0,VENTURE,A,24000,,0.21,N,5,0.21324234993069624,4.6895,2637.6,0.023435334257383516,0.18518518518518517,0.4074074074074074,0,0
22,86000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.94,0.12,N,4,0.11627906976744186,8.6,893.9999999999999,0.0103953488372093,0.18181818181818182,0.2727272727272727,0,0
22,54000,RENT,6.0,VENTURE,A,19000,,0.35,N,4,0.35185185185185186,2.8421052631578947,2088.1,0.03866851851851852,0.18181818181818182,0.2727272727272727,0,1
32,25000,RENT,0.0,PERSONAL,C,3000,13.48,0.12,Y,6,0.12,8.333333333333334,404.40000000000003,0.016176000000000003,0.1875,0.0,0,0
24,44000,RENT,1.0,VENTURE,D,10000,,0.23,Y,3,0.22727272727272727,4.4,1099.0,0.024977272727272726,0.125,0.041666666666666664,1,1
31,190000,MORTGAGE,15.0,MEDICAL,C,24000,,0.13,N,10,0.12631578947368421,7.916666666666667,2637.6,0.013882105263157894,0.3225806451612903,0.4838709677419355,0,0
25,96000,MORTGAGE,10.0,VENTURE,A,20000,6.99,0.21,N,3,0.20833333333333334,4.8,1398.0,0.0145625,0.12,0.4,0,0
25,51500,RENT,5.0,VENTURE,C,1325,14.79,0.03,N,3,0.025728155339805825,38.867924528301884,195.9675,0.0038051941747572816,0.12,0.2,0,0
21,78000,RENT,3.0,DEBTCONSOLIDATION,C,9600,,0.12,Y,3,0.12307692307692308,8.125,1055.04,0.013526153846153846,0.14285714285714285,0.14285714285714285,0,0
24,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,8400,13.72,0.07,Y,2,0.07,14.285714285714286,1152.4800000000002,0.009604000000000001,0.08333333333333333,0.3333333333333333,0,0
24,54500,MORTGAGE,7.0,MEDICAL,D,8000,17.49,0.15,N,4,0.14678899082568808,6.8125,1399.1999999999998,0.02567339449541284,0.16666666666666666,0.2916666666666667,0,1
43,97000,MORTGAGE,0.0,MEDICAL,B,14000,11.71,0.14,N,13,0.14432989690721648,6.928571428571429,1639.4,0.016901030927835053,0.3023255813953488,0.0,0,0
31,55000,RENT,2.0,EDUCATION,A,3600,7.51,0.07,N,7,0.06545454545454546,15.277777777777779,270.36,0.004915636363636364,0.22580645161290322,0.06451612903225806,0,0
26,15000,RENT,1.0,EDUCATION,D,2800,15.31,0.19,Y,4,0.18666666666666668,5.357142857142857,428.68000000000006,0.028578666666666672,0.15384615384615385,0.038461538461538464,1,1
21,39900,RENT,0.0,VENTURE,A,12000,7.9,0.3,N,3,0.3007518796992481,3.325,948.0,0.0237593984962406,0.14285714285714285,0.0,0,0
25,28800,MORTGAGE,9.0,HOMEIMPROVEMENT,B,6250,10.25,0.22,N,2,0.2170138888888889,4.608,640.625,0.022243923611111112,0.08,0.36,0,0
22,36000,MORTGAGE,6.0,VENTURE,D,1400,14.84,0.04,N,2,0.03888888888888889,25.714285714285715,207.76000000000002,0.005771111111111111,0.09090909090909091,0.2727272727272727,0,0
22,64000,MORTGAGE,5.0,VENTURE,B,6000,10.99,0.09,N,3,0.09375,10.666666666666666,659.4,0.010303125,0.13636363636363635,0.22727272727272727,0,0
28,90000,MORTGAGE,7.0,PERSONAL,A,12000,8.32,0.13,N,9,0.13333333333333333,7.5,998.4,0.011093333333333334,0.32142857142857145,0.25,0,0
21,26940,RENT,1.0,EDUCATION,A,2500,5.42,0.09,N,4,0.09279881217520415,10.776,135.5,0.005029695619896066,0.19047619047619047,0.047619047619047616,0,0
41,54000,MORTGAGE,6.0,VENTURE,C,5000,13.23,0.09,N,12,0.09259259259259259,10.8,661.5,0.01225,0.2926829268292683,0.14634146341463414,0,1
28,57408,RENT,2.0,HOMEIMPROVEMENT,B,4800,11.99,0.08,N,6,0.08361204013377926,11.96,575.52,0.010025083612040133,0.21428571428571427,0.07142857142857142,0,0
22,28800,OWN,2.0,PERSONAL,A,2000,,0.07,N,2,0.06944444444444445,14.4,219.79999999999998,0.007631944444444444,0.09090909090909091,0.09090909090909091,0,0
39,70000,OWN,0.0,VENTURE,A,8000,,0.11,N,12,0.11428571428571428,8.75,879.1999999999999,0.012559999999999998,0.3076923076923077,0.0,0,0
25,48000,RENT,7.0,HOMEIMPROVEMENT,D,9000,15.05,0.19,Y,3,0.1875,5.333333333333333,1354.5,0.02821875,0.12,0.28,1,1
25,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.37,0.18,N,2,0.18292682926829268,5.466666666666667,1555.4999999999998,0.018969512195121947,0.08,0.12,0,0
24,38000,RENT,5.0,DEBTCONSOLIDATION,A,5600,6.62,0.15,N,4,0.14736842105263157,6.785714285714286,370.71999999999997,0.009755789473684209,0.16666666666666666,0.20833333333333334,0,0
27,17000,RENT,1.0,VENTURE,A,1000,7.29,0.06,N,5,0.058823529411764705,17.0,72.9,0.004288235294117647,0.18518518518518517,0.037037037037037035,0,0
42,25000,RENT,,MEDICAL,A,10000,6.99,0.4,N,17,0.4,2.5,699.0,0.02796,0.40476190476190477,0.09523809523809523,0,1
24,75000,RENT,0.0,VENTURE,A,12000,6.62,0.16,N,2,0.16,6.25,794.4,0.010591999999999999,0.08333333333333333,0.0,0,0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,0.27,N,4,0.26666666666666666,3.75,559.2,0.03728,0.17391304347826086,0.17391304347826086,0,1
27,101004,MORTGAGE,2.0,MEDICAL,A,11025,7.9,0.11,N,5,0.10915409290721159,9.161360544217686,870.975,0.008623173339669716,0.18518518518518517,0.07407407407407407,0,0
27,68400,OWN,0.0,EDUCATION,C,5000,12.99,0.07,N,8,0.07309941520467836,13.68,649.5000000000001,0.00949561403508772,0.2962962962962963,0.0,0,0
26,127992,MORTGAGE,10.0,MEDICAL,C,26000,13.99,0.2,Y,3,0.20313769610600663,4.922769230769231,3637.4,0.02841896368523033,0.11538461538461539,0.38461538461538464,0,0
26,73000,RENT,3.0,PERSONAL,A,10000,7.29,0.14,N,3,0.136986301369863,7.3,729.0000000000001,0.009986301369863015,0.11538461538461539,0.11538461538461539,0,0
24,75000,OWN,8.0,EDUCATION,B,15000,,0.2,N,2,0.2,5.0,1648.5,0.02198,0.08333333333333333,0.3333333333333333,0,0
24,75600,MORTGAGE,5.0,VENTURE,A,7200,5.99,0.1,N,2,0.09523809523809523,10.5,431.28000000000003,0.005704761904761905,0.08333333333333333,0.20833333333333334,0,0
24,52000,MORTGAGE,8.0,VENTURE,B,8400,10.99,0.16,N,4,0.16153846153846155,6.190476190476191,923.16,0.017753076923076924,0.16666666666666666,0.3333333333333333,0,0
28,102000,MORTGAGE,0.0,PERSONAL,A,10000,5.99,0.1,N,10,0.09803921568627451,10.2,599.0,0.0058725490196078435,0.35714285714285715,0.0,0,0
29,42000,RENT,2.0,HOMEIMPROVEMENT,D,10000,15.21,0.24,Y,7,0.23809523809523808,4.2,1521.0000000000002,0.03621428571428572,0.2413793103448276,0.06896551724137931,1,1
25,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,,0.08,N,4,0.08,12.5,439.59999999999997,0.008792,0.16,0.2,0,0
26,48000,RENT,7.0,PERSONAL,A,9000,8.94,0.19,N,3,0.1875,5.333333333333333,804.5999999999999,0.0167625,0.11538461538461539,0.2692307692307692,0,0
27,67000,RENT,5.0,PERSONAL,C,12000,13.23,0.18,Y,7,0.1791044776119403,5.583333333333333,1587.6,0.0236955223880597,0.25925925925925924,0.18518518518518517,0,0
22,27600,RENT,3.0,MEDICAL,A,4000,5.42,0.14,N,4,0.14492753623188406,6.9,216.79999999999998,0.007855072463768115,0.18181818181818182,0.13636363636363635,0,0
26,76800,MORTGAGE,2.0,PERSONAL,A,12800,6.92,0.17,N,4,0.16666666666666666,6.0,885.76,0.011533333333333333,0.15384615384615385,0.07692307692307693,0,0
31,77500,RENT,4.0,EDUCATION,D,10000,16.49,0.13,Y,7,0.12903225806451613,7.75,1649.0,0.02127741935483871,0.22580645161290322,0.12903225806451613,1,0
22,66000,RENT,1.0,EDUCATION,F,22000,,0.33,N,2,0.3333333333333333,3.0,2417.7999999999997,0.03663333333333333,0.09090909090909091,0.045454545454545456,0,1
23,80000,RENT,1.0,VENTURE,B,2000,9.99,0.03,N,4,0.025,40.0,199.8,0.0024975,0.17391304347826086,0.043478260869565216,0,0
28,35000,RENT,5.0,VENTURE,F,4250,16.96,0.12,N,6,0.12142857142857143,8.235294117647058,720.8,0.020594285714285714,0.21428571428571427,0.17857142857142858,0,0
25,83000,RENT,2.0,DEBTCONSOLIDATION,B,16000,10.99,0.19,N,2,0.1927710843373494,5.1875,1758.3999999999999,0.021185542168674697,0.08,0.08,0,0
36,19200,RENT,,DEBTCONSOLIDATION,B,1200,9.62,0.06,N,14,0.0625,16.0,115.44,0.0060125,0.3888888888888889,0.1111111111111111,0,0
29,130000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,6000,13.04,0.05,Y,9,0.046153846153846156,21.666666666666668,782.4,0.0060184615384615385,0.3103448275862069,0.4482758620689655,0,0
26,51600,RENT,1.0,EDUCATION,A,5000,8.94,0.1,N,2,0.09689922480620156,10.32,446.99999999999994,0.008662790697674418,0.07692307692307693,0.038461538461538464,0,1
26,70000,RENT,4.0,DEBTCONSOLIDATION,A,4000,5.99,0.06,N,4,0.05714285714285714,17.5,239.6,0.003422857142857143,0.15384615384615385,0.15384615384615385,0,0
48,12000,RENT,4.0,MEDICAL,A,4200,,0.35,N,14,0.35,2.857142857142857,461.58,0.038465,0.2916666666666667,0.08333333333333333,0,1
25,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.03,0.08,N,3,0.0847457627118644,11.8,301.5,0.005110169491525424,0.12,0.36,0,1
21,71000,MORTGAGE,5.0,VENTURE,B,6000,,0.08,N,4,0.08450704225352113,11.833333333333334,659.4,0.009287323943661972,0.19047619047619047,0.23809523809523808,0,0
25,87000,RENT,3.0,MEDICAL,B,8000,10.37,0.09,N,2,0.09195402298850575,10.875,829.5999999999999,0.009535632183908046,0.08,0.12,0,0
35,136000,MORTGAGE,0.0,EDUCATION,D,15000,,0.11,Y,9,0.11029411764705882,9.066666666666666,1648.5,0.012121323529411764,0.2571428571428571,0.0,1,0
29,40000,MORTGAGE,9.0,EDUCATION,C,1400,14.26,0.04,Y,5,0.035,28.571428571428573,199.64000000000001,0.004991000000000001,0.1724137931034483,0.3103448275862069,0,0
22,52000,MORTGAGE,6.0,PERSONAL,A,4800,8.59,0.09,N,2,0.09230769230769231,10.833333333333334,412.32,0.007929230769230768,0.09090909090909091,0.2727272727272727,0,0
32,75000,RENT,3.0,VENTURE,D,12800,14.74,0.17,Y,6,0.17066666666666666,5.859375,1886.72,0.025156266666666666,0.1875,0.09375,1,0
23,80000,MORTGAGE,5.0,VENTURE,E,8000,15.68,0.1,N,4,0.1,10.0,1254.3999999999999,0.01568,0.17391304347826086,0.21739130434782608,0,0
23,80000,RENT,6.0,VENTURE,A,6500,7.51,0.08,N,3,0.08125,12.307692307692308,488.15,0.006101875,0.13043478260869565,0.2608695652173913,0,0
24,52000,MORTGAGE,8.0,EDUCATION,C,12000,13.85,0.23,Y,4,0.23076923076923078,4.333333333333333,1661.9999999999998,0.03196153846153846,0.16666666666666666,0.3333333333333333,0,0
29,50000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.26,0.2,N,6,0.2,5.0,1126.0,0.02252,0.20689655172413793,0.06896551724137931,0,0
25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,28000,10.74,0.23,N,3,0.23333333333333334,4.285714285714286,3007.2,0.02506,0.12,0.36,0,0
34,48989,OWN,10.0,EDUCATION,A,2400,7.14,0.05,N,5,0.04899058972422381,20.41208333333333,171.35999999999999,0.0034979281063095796,0.14705882352941177,0.29411764705882354,0,0
36,62000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.12,0.13,N,12,0.12903225806451613,7.75,889.5999999999999,0.014348387096774192,0.3333333333333333,0.08333333333333333,0,0
23,55000,RENT,7.0,EDUCATION,B,6000,10.99,0.11,N,2,0.10909090909090909,9.166666666666666,659.4,0.01198909090909091,0.08695652173913043,0.30434782608695654,0,0
31,81000,RENT,8.0,VENTURE,C,7000,13.61,0.09,Y,8,0.08641975308641975,11.571428571428571,952.7,0.011761728395061729,0.25806451612903225,0.25806451612903225,0,0
25,52000,RENT,,PERSONAL,B,24000,10.74,0.46,N,2,0.46153846153846156,2.1666666666666665,2577.6,0.04956923076923077,0.08,0.16,0,1
30,10800,OWN,,EDUCATION,B,2400,9.99,0.22,N,7,0.2222222222222222,4.5,239.76000000000002,0.0222,0.23333333333333334,0.13333333333333333,0,1
22,59813,MORTGAGE,6.0,MEDICAL,E,20000,17.74,0.28,N,3,0.334375470215505,2.99065,3547.9999999999995,0.059318208416230575,0.13636363636363635,0.2727272727272727,0,1
28,82500,MORTGAGE,12.0,DEBTCONSOLIDATION,A,11000,7.49,0.13,N,7,0.13333333333333333,7.5,823.9000000000001,0.009986666666666668,0.25,0.42857142857142855,0,0
34,39996,RENT,1.0,PERSONAL,A,5000,7.51,0.13,N,6,0.125012501250125,7.9992,375.5,0.009388438843884388,0.17647058823529413,0.029411764705882353,0,0
40,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,6000,17.27,0.06,N,16,0.05555555555555555,18.0,1036.2,0.009594444444444445,0.4,0.175,0,1
25,38000,MORTGAGE,4.0,PERSONAL,A,6000,5.42,0.16,N,2,0.15789473684210525,6.333333333333333,325.2,0.008557894736842105,0.08,0.16,0,0
22,68400,MORTGAGE,0.0,DEBTCONSOLIDATION,D,10000,15.95,0.15,N,4,0.14619883040935672,6.84,1595.0,0.0233187134502924,0.18181818181818182,0.0,0,1
21,36000,RENT,1.0,MEDICAL,D,4500,17.27,0.13,N,4,0.125,8.0,777.15,0.0215875,0.19047619047619047,0.047619047619047616,0,1
23,38000,RENT,0.0,EDUCATION,A,7500,7.88,0.2,N,3,0.19736842105263158,5.066666666666666,591.0,0.015552631578947368,0.13043478260869565,0.0,0,0
23,85000,MORTGAGE,3.0,EDUCATION,A,7200,6.92,0.08,N,4,0.08470588235294117,11.805555555555555,498.24,0.00586164705882353,0.17391304347826086,0.13043478260869565,0,0
35,17640,OWN,,MEDICAL,D,4000,16.29,0.23,N,7,0.22675736961451248,4.41,651.5999999999999,0.036938775510204074,0.2,0.11428571428571428,0,1
27,86399,MORTGAGE,7.0,PERSONAL,A,2250,,0.03,N,6,0.02604196807833424,38.39955555555556,247.275,0.002862012291808933,0.2222222222222222,0.25925925925925924,0,0
27,112440,RENT,9.0,DEBTCONSOLIDATION,A,9000,,0.08,N,7,0.08004268943436499,12.493333333333334,989.1,0.008796691568836713,0.25925925925925924,0.3333333333333333,0,0
23,72000,MORTGAGE,7.0,EDUCATION,A,20000,7.49,0.28,N,2,0.2777777777777778,3.6,1498.0000000000002,0.02080555555555556,0.08695652173913043,0.30434782608695654,0,0
36,155000,MORTGAGE,12.0,VENTURE,B,25000,10.74,0.16,N,11,0.16129032258064516,6.2,2685.0,0.01732258064516129,0.3055555555555556,0.3333333333333333,0,0
25,44000,RENT,2.0,VENTURE,A,2000,7.66,0.05,N,3,0.045454545454545456,22.0,153.2,0.0034818181818181814,0.12,0.08,0,0
22,85000,MORTGAGE,0.0,VENTURE,B,12000,,0.14,N,3,0.1411764705882353,7.083333333333333,1318.8,0.015515294117647058,0.13636363636363635,0.0,0,0
23,46728,RENT,2.0,PERSONAL,B,2650,10.59,0.06,N,2,0.05671117959253553,17.63320754716981,280.635,0.006005713918849512,0.08695652173913043,0.08695652173913043,0,0
23,56000,RENT,4.0,DEBTCONSOLIDATION,B,15000,12.69,0.27,N,4,0.26785714285714285,3.7333333333333334,1903.4999999999998,0.033991071428571426,0.17391304347826086,0.17391304347826086,0,1
23,59800,MORTGAGE,7.0,VENTURE,C,15000,15.96,0.25,Y,3,0.2508361204013378,3.986666666666667,2394.0000000000005,0.04003344481605352,0.13043478260869565,0.30434782608695654,0,0
24,132000,MORTGAGE,8.0,VENTURE,D,14000,17.49,0.11,Y,2,0.10606060606060606,9.428571428571429,2448.5999999999995,0.018549999999999997,0.08333333333333333,0.3333333333333333,1,0
28,90000,OWN,7.0,MEDICAL,C,8400,12.87,0.09,N,8,0.09333333333333334,10.714285714285714,1081.08,0.012011999999999998,0.2857142857142857,0.25,0,0
22,54400,RENT,2.0,MEDICAL,E,7000,,0.11,Y,2,0.12867647058823528,7.771428571428571,769.3,0.014141544117647058,0.09090909090909091,0.09090909090909091,1,1
24,100000,MORTGAGE,4.0,VENTURE,A,16000,6.54,0.16,N,2,0.16,6.25,1046.4,0.010464000000000001,0.08333333333333333,0.16666666666666666,0,0
41,102000,MORTGAGE,20.0,VENTURE,B,7500,11.49,0.07,N,17,0.07352941176470588,13.6,861.75,0.008448529411764705,0.4146341463414634,0.4878048780487805,0,0
23,29000,RENT,7.0,EDUCATION,C,8000,12.73,0.28,N,3,0.27586206896551724,3.625,1018.4,0.03511724137931035,0.13043478260869565,0.30434782608695654,0,1
28,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,15000,14.17,0.19,N,8,0.1875,5.333333333333333,2125.5,0.02656875,0.2857142857142857,0.17857142857142858,0,0
24,62000,MORTGAGE,8.0,EDUCATION,B,7750,10.0,0.13,N,2,0.125,8.0,775.0,0.0125,0.08333333333333333,0.3333333333333333,0,0
25,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,20000,17.04,0.32,N,3,0.3225806451612903,3.1,3408.0,0.05496774193548387,0.12,0.08,0,1
24,94000,RENT,8.0,HOMEIMPROVEMENT,E,10000,18.64,0.11,N,2,0.10638297872340426,9.4,1864.0,0.019829787234042554,0.08333333333333333,0.3333333333333333,0,0
31,83000,MORTGAGE,11.0,MEDICAL,A,7500,,0.09,N,6,0.09036144578313253,11.066666666666666,824.25,0.009930722891566265,0.1935483870967742,0.3548387096774194,0,0
25,60000,MORTGAGE,2.0,PERSONAL,B,10000,12.21,0.17,N,3,0.16666666666666666,6.0,1221.0000000000002,0.020350000000000004,0.12,0.08,0,0
27,48000,RENT,2.0,VENTURE,C,16000,14.22,0.33,N,5,0.3333333333333333,3.0,2275.2,0.0474,0.18518518518518517,0.07407407407407407,0,1
22,45000,RENT,0.0,PERSONAL,A,10500,6.99,0.23,N,2,0.23333333333333334,4.285714285714286,733.95,0.01631,0.09090909090909091,0.0,0,0
25,125000,MORTGAGE,,EDUCATION,C,8000,13.8,0.06,N,3,0.064,15.625,1104.0,0.008832,0.12,0.16,0,0
24,38400,MORTGAGE,7.0,EDUCATION,C,10000,14.72,0.26,N,2,0.2604166666666667,3.84,1472.0,0.03833333333333333,0.08333333333333333,0.2916666666666667,0,0
26,56000,RENT,4.0,PERSONAL,A,7000,9.07,0.13,N,3,0.125,8.0,634.9,0.0113375,0.11538461538461539,0.15384615384615385,0,0
26,37800,MORTGAGE,10.0,HOMEIMPROVEMENT,D,7000,14.96,0.19,N,4,0.18518518518518517,5.4,1047.2,0.027703703703703706,0.15384615384615385,0.38461538461538464,0,1
22,38000,RENT,5.0,EDUCATION,C,10000,13.49,0.26,Y,2,0.2631578947368421,3.8,1349.0,0.0355,0.09090909090909091,0.22727272727272727,0,0
24,85000,OWN,8.0,VENTURE,A,22000,6.54,0.26,N,4,0.25882352941176473,3.8636363636363638,1438.8,0.01692705882352941,0.16666666666666666,0.3333333333333333,0,0
43,49578,MORTGAGE,11.0,PERSONAL,C,16000,13.49,0.32,Y,13,0.32272378877728025,3.098625,2158.4,0.043535439106055104,0.3023255813953488,0.2558139534883721,0,0
23,54586,RENT,5.0,PERSONAL,B,19000,11.14,0.35,N,2,0.3480745978822409,2.8729473684210527,2116.6,0.03877551020408163,0.08695652173913043,0.21739130434782608,0,1
21,19140,RENT,,VENTURE,A,5000,8.49,0.26,N,4,0.2612330198537095,3.828,424.5,0.022178683385579937,0.19047619047619047,0.19047619047619047,0,1
23,90000,MORTGAGE,7.0,EDUCATION,B,8000,10.36,0.09,N,3,0.08888888888888889,11.25,828.8,0.009208888888888888,0.13043478260869565,0.30434782608695654,0,0
23,45756,RENT,8.0,MEDICAL,A,10000,7.29,0.22,N,2,0.21855057260250021,4.5756,729.0000000000001,0.015932336742722267,0.08695652173913043,0.34782608695652173,0,0
26,80004,RENT,8.0,EDUCATION,B,15000,11.89,0.19,N,4,0.18749062546872655,5.3336,1783.5,0.02229263536823159,0.15384615384615385,0.3076923076923077,0,0
24,54100,RENT,5.0,VENTURE,A,4500,7.14,0.08,N,2,0.08317929759704251,12.022222222222222,321.29999999999995,0.005939001848428834,0.08333333333333333,0.20833333333333334,0,0
27,55000,OWN,3.0,EDUCATION,C,4500,13.49,0.08,N,8,0.08181818181818182,12.222222222222221,607.05,0.011037272727272727,0.2962962962962963,0.1111111111111111,0,0
30,97192,MORTGAGE,3.0,PERSONAL,A,6500,7.29,0.07,N,10,0.0668779323401103,14.952615384615385,473.85,0.004875401267594041,0.3333333333333333,0.1,0,0
25,32000,RENT,3.0,VENTURE,C,10000,12.99,0.31,Y,2,0.3125,3.2,1299.0000000000002,0.040593750000000005,0.08,0.12,0,1
24,74000,RENT,7.0,DEBTCONSOLIDATION,E,6800,20.3,0.09,Y,2,0.0918918918918919,10.882352941176471,1380.4,0.018654054054054056,0.08333333333333333,0.2916666666666667,1,1
31,42000,RENT,3.0,MEDICAL,B,5000,11.86,0.12,N,9,0.11904761904761904,8.4,593.0,0.01411904761904762,0.2903225806451613,0.0967741935483871,0,0
24,30000,RENT,6.0,PERSONAL,E,7750,,0.26,N,4,0.25833333333333336,3.870967741935484,851.725,0.028390833333333334,0.16666666666666666,0.25,0,0
22,54000,RENT,6.0,MEDICAL,D,7000,14.96,0.13,Y,4,0.12962962962962962,7.714285714285714,1047.2,0.019392592592592593,0.18181818181818182,0.2727272727272727,1,1
48,33500,RENT,1.0,HOMEIMPROVEMENT,D,1500,14.74,0.04,N,11,0.04477611940298507,22.333333333333332,221.1,0.0066,0.22916666666666666,0.020833333333333332,0,1
26,45000,RENT,5.0,MEDICAL,D,1800,14.11,0.04,Y,2,0.04,25.0,253.98000000000002,0.005644000000000001,0.07692307692307693,0.19230769230769232,1,0
24,35000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7500,7.9,0.21,N,3,0.21428571428571427,4.666666666666667,592.5,0.016928571428571428,0.125,0.08333333333333333,0,0
23,66000,MORTGAGE,,PERSONAL,A,10000,5.42,0.15,N,3,0.15151515151515152,6.6,542.0,0.008212121212121212,0.13043478260869565,0.17391304347826086,0,0
39,70000,RENT,8.0,MEDICAL,A,16000,7.9,0.23,N,14,0.22857142857142856,4.375,1264.0,0.01805714285714286,0.358974358974359,0.20512820512820512,0,0
49,41869,MORTGAGE,8.0,EDUCATION,A,8000,7.14,0.19,N,15,0.19107215362201152,5.233625,571.1999999999999,0.01364255176861162,0.30612244897959184,0.16326530612244897,0,0
25,47004,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.53,0.17,Y,4,0.17019828099736192,5.8755,1002.4,0.021325844608969448,0.16,0.04,0,0
22,39600,RENT,4.0,DEBTCONSOLIDATION,D,3600,17.49,0.09,Y,3,0.09090909090909091,11.0,629.6399999999999,0.015899999999999997,0.13636363636363635,0.18181818181818182,1,1
27,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,20000,6.17,0.2,N,7,0.2,5.0,1234.0,0.01234,0.25925925925925924,0.037037037037037035,0,0
24,30000,RENT,0.0,VENTURE,B,6500,10.99,0.22,N,3,0.21666666666666667,4.615384615384615,714.35,0.02381166666666667,0.125,0.0,0,0
31,65000,MORTGAGE,3.0,MEDICAL,C,10000,13.61,0.15,N,9,0.15384615384615385,6.5,1361.0,0.020938461538461538,0.2903225806451613,0.0967741935483871,0,0
23,106000,MORTGAGE,7.0,EDUCATION,A,10000,7.14,0.09,N,3,0.09433962264150944,10.6,713.9999999999999,0.006735849056603772,0.13043478260869565,0.30434782608695654,0,0
24,48000,RENT,0.0,PERSONAL,C,2400,12.99,0.05,Y,4,0.05,20.0,311.76000000000005,0.006495000000000001,0.16666666666666666,0.0,0,0
50,69996,OWN,19.0,VENTURE,A,8000,9.32,0.11,N,17,0.11429224527115835,8.7495,745.6,0.01065203725927196,0.34,0.38,0,0
22,40800,RENT,5.0,EDUCATION,A,2000,6.62,0.05,N,3,0.049019607843137254,20.4,132.39999999999998,0.003245098039215686,0.13636363636363635,0.22727272727272727,0,0
28,30996,RENT,0.0,DEBTCONSOLIDATION,A,8000,7.29,0.26,N,10,0.2580978190734288,3.8745,583.2,0.018815331010452963,0.35714285714285715,0.0,0,0
26,67000,OWN,10.0,DEBTCONSOLIDATION,E,5000,16.45,0.07,Y,3,0.07462686567164178,13.4,822.4999999999999,0.012276119402985073,0.11538461538461539,0.38461538461538464,1,1
35,93000,RENT,0.0,EDUCATION,B,12000,9.99,0.13,N,5,0.12903225806451613,7.75,1198.8,0.012890322580645161,0.14285714285714285,0.0,0,0
26,45000,RENT,3.0,DEBTCONSOLIDATION,A,11000,6.99,0.24,N,2,0.24444444444444444,4.090909090909091,768.9000000000001,0.01708666666666667,0.07692307692307693,0.11538461538461539,0,0
22,50000,RENT,6.0,MEDICAL,A,10000,7.88,0.2,N,3,0.2,5.0,788.0,0.01576,0.13636363636363635,0.2727272727272727,0,0
26,39600,RENT,3.0,EDUCATION,A,4000,5.79,0.1,N,4,0.10101010101010101,9.9,231.6,0.0058484848484848485,0.15384615384615385,0.11538461538461539,0,1
24,50496,MORTGAGE,3.0,PERSONAL,B,3000,11.99,0.06,N,3,0.0594106463878327,16.832,359.70000000000005,0.007123336501901141,0.125,0.125,0,0
25,82000,RENT,5.0,MEDICAL,C,6000,,0.07,N,3,0.07317073170731707,13.666666666666666,659.4,0.008041463414634147,0.12,0.2,0,0
30,48000,RENT,4.0,MEDICAL,A,7500,7.49,0.16,N,6,0.15625,6.4,561.7500000000001,0.011703125000000002,0.2,0.13333333333333333,0,0
24,150000,MORTGAGE,8.0,VENTURE,B,24000,10.99,0.16,N,3,0.16,6.25,2637.6,0.017584,0.125,0.3333333333333333,0,0
24,63750,MORTGAGE,8.0,MEDICAL,D,35000,,0.47,N,3,0.5490196078431373,1.8214285714285714,3846.5,0.060337254901960784,0.125,0.3333333333333333,0,1
25,63000,RENT,1.0,DEBTCONSOLIDATION,C,12000,14.26,0.19,N,3,0.19047619047619047,5.25,1711.2,0.027161904761904762,0.12,0.04,0,0
26,144000,MORTGAGE,2.0,EDUCATION,A,12000,7.49,0.08,N,3,0.08333333333333333,12.0,898.8000000000001,0.006241666666666667,0.11538461538461539,0.07692307692307693,0,0
